drug,symptom,faers_reports,label
advil,tachycardia,214,0
advil,bradycardia,66,0
advil,hypertension,866,1
advil,hypotension,442,1
advil,syncope,260,0
advil,fainting,0,0
advil,oedema,166,0
advil,swelling,549,1
advil,rash,1617,1
advil,urticaria,1049,1
advil,hives,0,0
advil,pruritus,1525,1
advil,itching,0,0
advil,vomiting,1971,1
advil,nausea,3403,2
advil,diarrhoea,2204,2
advil,abdominal pain,931,1
advil,headache,3413,2
advil,migraine,666,1
advil,tremor,639,1
advil,insomnia,1667,1
advil,anxiety,1527,1
advil,depression,1082,1
advil,fatigue,3479,2
advil,asthenia,1375,1
advil,weakness,0,0
advil,pyrexia,1239,1
advil,fever,0,0
advil,arthralgia,1949,1
advil,joint pain,0,0
advil,myalgia,746,1
advil,muscle pain,0,0
advil,back pain,1310,1
advil,cough,1199,1
motrin,myocardial infarction,267,0
motrin,heart attack,0,0
motrin,cardiac arrest,74,0
motrin,stroke,0,0
motrin,cerebrovascular accident,275,0
motrin,anaphylactic reaction,93,0
motrin,anaphylaxis,0,0
motrin,angioedema,68,0
motrin,stevens-johnson syndrome,125,0
motrin,renal failure,280,0
motrin,kidney failure,0,0
motrin,hepatic failure,51,0
motrin,liver failure,0,0
motrin,respiratory failure,103,0
motrin,pulmonary embolism,589,1
motrin,deep vein thrombosis,565,1
motrin,gastrointestinal haemorrhage,291,0
motrin,internal bleeding,0,0
motrin,seizure,148,0
motrin,convulsion,231,0
motrin,suicidal ideation,175,0
motrin,rhabdomyolysis,23,0
motrin,pancreatitis,107,0
motrin,sepsis,139,0
motrin,chest pain,595,1
motrin,dyspnoea,997,1
motrin,shortness of breath,0,0
motrin,dizziness,1136,1
motrin,vertigo,105,0
motrin,palpitations,253,0
motrin,tachycardia,148,0
motrin,bradycardia,57,0
motrin,hypertension,468,1
motrin,hypotension,222,0
motrin,syncope,148,0
motrin,fainting,0,0
motrin,oedema,106,0
motrin,swelling,160,0
motrin,rash,802,1
motrin,urticaria,427,1
motrin,hives,0,0
motrin,pruritus,529,1
motrin,itching,0,0
motrin,vomiting,1376,1
motrin,nausea,1914,1
motrin,diarrhoea,1105,1
motrin,abdominal pain,632,1
motrin,headache,1765,1
motrin,migraine,283,0
motrin,tremor,297,0
motrin,insomnia,640,1
motrin,anxiety,1071,1
motrin,depression,729,1
motrin,fatigue,1388,1
motrin,asthenia,613,1
motrin,weakness,0,0
motrin,pyrexia,857,1
motrin,fever,0,0
motrin,arthralgia,926,1
motrin,joint pain,0,0
motrin,myalgia,301,1
motrin,muscle pain,0,0
motrin,back pain,693,1
motrin,cough,475,1
naproxen,myocardial infarction,1223,1
naproxen,heart attack,0,0
naproxen,cardiac arrest,467,1
naproxen,stroke,0,0
naproxen,cerebrovascular accident,711,1
naproxen,anaphylactic reaction,760,1
naproxen,anaphylaxis,0,0
naproxen,angioedema,1089,1
naproxen,stevens-johnson syndrome,207,0
naproxen,renal failure,1900,1
naproxen,kidney failure,0,0
naproxen,hepatic failure,136,0
naproxen,liver failure,0,0
naproxen,respiratory failure,387,1
naproxen,pulmonary embolism,831,1
naproxen,deep vein thrombosis,783,1
naproxen,gastrointestinal haemorrhage,1005,1
naproxen,internal bleeding,0,0
naproxen,seizure,503,1
naproxen,convulsion,260,0
naproxen,suicidal ideation,779,1
naproxen,rhabdomyolysis,266,0
naproxen,pancreatitis,480,1
naproxen,sepsis,563,1
naproxen,chest pain,3097,2
naproxen,dyspnoea,5677,2
naproxen,shortness of breath,0,0
naproxen,dizziness,6048,2
naproxen,vertigo,484,1
naproxen,palpitations,1347,1
naproxen,tachycardia,1082,1
naproxen,bradycardia,210,0
naproxen,hypertension,3834,2
naproxen,hypotension,1533,1
naproxen,syncope,713,1
naproxen,fainting,0,0
naproxen,oedema,1852,1
naproxen,swelling,3552,2
naproxen,rash,5864,2
naproxen,urticaria,3393,2
naproxen,hives,0,0
naproxen,pruritus,3962,2
naproxen,itching,0,0
naproxen,vomiting,6154,2
naproxen,nausea,8633,2
naproxen,diarrhoea,6749,2
naproxen,abdominal pain,3092,2
naproxen,headache,7089,2
naproxen,migraine,2938,2
naproxen,tremor,1117,1
naproxen,insomnia,3755,2
naproxen,anxiety,3893,2
naproxen,depression,3588,2
naproxen,fatigue,9186,2
naproxen,asthenia,3839,2
naproxen,weakness,0,0
naproxen,pyrexia,4003,2
naproxen,fever,0,0
naproxen,arthralgia,8666,2
naproxen,joint pain,0,0
naproxen,myalgia,1338,1
naproxen,muscle pain,0,0
naproxen,back pain,3637,2
naproxen,cough,2500,2
aleve,myocardial infarction,470,1
aleve,heart attack,0,0
aleve,cardiac arrest,57,0
aleve,stroke,0,0
aleve,cerebrovascular accident,402,1
aleve,anaphylactic reaction,246,0
aleve,anaphylaxis,0,0
aleve,angioedema,62,0
aleve,stevens-johnson syndrome,32,0
aleve,renal failure,559,1
aleve,kidney failure,0,0
aleve,hepatic failure,42,0
aleve,liver failure,0,0
aleve,respiratory failure,78,0
aleve,pulmonary embolism,316,1
aleve,deep vein thrombosis,264,0
aleve,gastrointestinal haemorrhage,520,1
aleve,internal bleeding,0,0
aleve,seizure,145,0
aleve,convulsion,146,0
aleve,suicidal ideation,205,0
aleve,rhabdomyolysis,0,0
aleve,pancreatitis,87,0
aleve,sepsis,155,0
aleve,chest pain,795,1
aleve,dyspnoea,1811,1
aleve,shortness of breath,0,0
aleve,dizziness,2596,2
aleve,vertigo,234,0
aleve,palpitations,525,1
aleve,tachycardia,128,0
aleve,bradycardia,42,0
aleve,hypertension,729,1
aleve,hypotension,374,1
aleve,syncope,284,0
aleve,fainting,0,0
aleve,oedema,152,0
aleve,swelling,434,1
aleve,rash,1522,1
aleve,urticaria,1245,1
aleve,hives,0,0
aleve,pruritus,1844,1
aleve,itching,0,0
aleve,vomiting,1701,1
aleve,nausea,3156,2
aleve,diarrhoea,1996,1
aleve,abdominal pain,818,1
aleve,headache,4133,2
aleve,migraine,631,1
aleve,tremor,568,1
aleve,insomnia,1657,1
aleve,anxiety,1182,1
aleve,depression,848,1
aleve,fatigue,2806,2
aleve,asthenia,1313,1
aleve,weakness,0,0
aleve,pyrexia,722,1
aleve,fever,0,0
aleve,arthralgia,2255,2
aleve,joint pain,0,0
aleve,myalgia,640,1
aleve,muscle pain,0,0
aleve,back pain,1716,1
aleve,cough,747,1
acetaminophen,myocardial infarction,3737,2
acetaminophen,heart attack,0,0
acetaminophen,cardiac arrest,4712,2
acetaminophen,stroke,0,0
acetaminophen,cerebrovascular accident,3140,2
acetaminophen,anaphylactic reaction,1918,1
acetaminophen,anaphylaxis,0,0
acetaminophen,angioedema,1565,1
acetaminophen,stevens-johnson syndrome,828,1
acetaminophen,renal failure,6546,2
acetaminophen,kidney failure,0,0
acetaminophen,hepatic failure,1751,1
acetaminophen,liver failure,0,0
acetaminophen,respiratory failure,2406,2
acetaminophen,pulmonary embolism,3312,2
acetaminophen,deep vein thrombosis,2368,2
acetaminophen,gastrointestinal haemorrhage,2188,2
acetaminophen,internal bleeding,0,0
acetaminophen,seizure,2656,2
acetaminophen,convulsion,1073,1
acetaminophen,suicidal ideation,2588,2
acetaminophen,rhabdomyolysis,1349,1
acetaminophen,pancreatitis,1574,1
acetaminophen,sepsis,4430,2
acetaminophen,chest pain,6976,2
acetaminophen,dyspnoea,18448,2
acetaminophen,shortness of breath,0,0
acetaminophen,dizziness,13450,2
acetaminophen,vertigo,1639,1
acetaminophen,palpitations,3022,2
acetaminophen,tachycardia,4264,2
acetaminophen,bradycardia,2075,2
acetaminophen,hypertension,10363,2
acetaminophen,hypotension,9103,2
acetaminophen,syncope,2807,2
acetaminophen,fainting,0,0
acetaminophen,oedema,3114,2
acetaminophen,swelling,7602,2
acetaminophen,rash,14668,2
acetaminophen,urticaria,6369,2
acetaminophen,hives,0,0
acetaminophen,pruritus,11508,2
acetaminophen,itching,0,0
acetaminophen,vomiting,18218,2
acetaminophen,nausea,24570,2
acetaminophen,diarrhoea,18092,2
acetaminophen,abdominal pain,9595,2
acetaminophen,headache,21511,2
acetaminophen,migraine,4474,2
acetaminophen,tremor,4104,2
acetaminophen,insomnia,9171,2
acetaminophen,anxiety,13683,2
acetaminophen,depression,11337,2
acetaminophen,fatigue,26381,2
acetaminophen,asthenia,12641,2
acetaminophen,weakness,0,0
acetaminophen,pyrexia,15829,2
acetaminophen,fever,0,0
acetaminophen,arthralgia,17518,2
acetaminophen,joint pain,0,0
acetaminophen,myalgia,3918,2
acetaminophen,muscle pain,0,0
acetaminophen,back pain,8845,2
acetaminophen,cough,9168,2
tylenol,myocardial infarction,2533,2
tylenol,heart attack,0,0
tylenol,cardiac arrest,745,1
tylenol,stroke,0,0
tylenol,cerebrovascular accident,2581,2
tylenol,anaphylactic reaction,838,1
tylenol,anaphylaxis,0,0
tylenol,angioedema,259,0
tylenol,stevens-johnson syndrome,223,0
tylenol,renal failure,3184,2
tylenol,kidney failure,0,0
tylenol,hepatic failure,742,1
tylenol,liver failure,0,0
tylenol,respiratory failure,1096,1
tylenol,pulmonary embolism,1741,1
tylenol,deep vein thrombosis,1343,1
tylenol,gastrointestinal haemorrhage,1567,1
tylenol,internal bleeding,0,0
tylenol,seizure,1284,1
tylenol,convulsion,858,1
tylenol,suicidal ideation,1028,1
tylenol,rhabdomyolysis,202,0
tylenol,pancreatitis,806,1
tylenol,sepsis,1906,1
tylenol,chest pain,5043,2
tylenol,dyspnoea,12950,2
tylenol,shortness of breath,0,0
tylenol,dizziness,10265,2
tylenol,vertigo,1023,1
tylenol,palpitations,2424,2
tylenol,tachycardia,1510,1
tylenol,bradycardia,641,1
tylenol,hypertension,5676,2
tylenol,hypotension,3706,2
tylenol,syncope,1657,1
tylenol,fainting,0,0
tylenol,oedema,1633,1
tylenol,swelling,3873,2
tylenol,rash,9189,2
tylenol,urticaria,4055,2
tylenol,hives,0,0
tylenol,pruritus,8160,2
tylenol,itching,0,0
tylenol,vomiting,10512,2
tylenol,nausea,17061,2
tylenol,diarrhoea,14488,2
tylenol,abdominal pain,5269,2
tylenol,headache,16497,2
tylenol,migraine,2777,2
tylenol,tremor,3007,2
tylenol,insomnia,6484,2
tylenol,anxiety,6308,2
tylenol,depression,4818,2
tylenol,fatigue,20303,2
tylenol,asthenia,9354,2
tylenol,weakness,0,0
tylenol,pyrexia,9502,2
tylenol,fever,0,0
tylenol,arthralgia,12692,2
tylenol,joint pain,0,0
tylenol,myalgia,3374,2
tylenol,muscle pain,0,0
tylenol,back pain,7688,2
tylenol,cough,7284,2
aspirin,myocardial infarction,16154,2
aspirin,heart attack,0,0
aspirin,cardiac arrest,4025,2
aspirin,stroke,0,0
aspirin,cerebrovascular accident,12210,2
aspirin,anaphylactic reaction,1813,1
aspirin,anaphylaxis,0,0
aspirin,angioedema,2288,2
aspirin,stevens-johnson syndrome,721,1
aspirin,renal failure,10281,2
aspirin,kidney failure,0,0
aspirin,hepatic failure,873,1
aspirin,liver failure,0,0
aspirin,respiratory failure,3682,2
aspirin,pulmonary embolism,4312,2
aspirin,deep vein thrombosis,3625,2
aspirin,gastrointestinal haemorrhage,14767,2
aspirin,internal bleeding,0,0
aspirin,seizure,2625,2
aspirin,convulsion,1882,1
aspirin,suicidal ideation,1647,1
aspirin,rhabdomyolysis,3385,2
aspirin,pancreatitis,2072,2
aspirin,sepsis,5345,2
aspirin,chest pain,13524,2
aspirin,dyspnoea,30741,2
aspirin,shortness of breath,0,0
aspirin,dizziness,25669,2
aspirin,vertigo,2677,2
aspirin,palpitations,5446,2
aspirin,tachycardia,3714,2
aspirin,bradycardia,3621,2
aspirin,hypertension,11867,2
aspirin,hypotension,12630,2
aspirin,syncope,6831,2
aspirin,fainting,0,0
aspirin,oedema,3350,2
aspirin,swelling,3075,2
aspirin,rash,13946,2
aspirin,urticaria,4789,2
aspirin,hives,0,0
aspirin,pruritus,15057,2
aspirin,itching,0,0
aspirin,vomiting,17666,2
aspirin,nausea,30508,2
aspirin,diarrhoea,29953,2
aspirin,abdominal pain,9266,2
aspirin,headache,22659,2
aspirin,migraine,2438,2
aspirin,tremor,6826,2
aspirin,insomnia,11075,2
aspirin,anxiety,10194,2
aspirin,depression,8589,2
aspirin,fatigue,36624,2
aspirin,asthenia,21415,2
aspirin,weakness,0,0
aspirin,pyrexia,12183,2
aspirin,fever,0,0
aspirin,arthralgia,16032,2
aspirin,joint pain,0,0
aspirin,myalgia,9013,2
aspirin,muscle pain,0,0
aspirin,back pain,12050,2
aspirin,cough,14055,2
bayer,myocardial infarction,347,1
bayer,heart attack,0,0
bayer,cardiac arrest,46,0
bayer,stroke,0,0
bayer,cerebrovascular accident,286,0
bayer,anaphylactic reaction,59,0
bayer,anaphylaxis,0,0
bayer,angioedema,21,0
bayer,stevens-johnson syndrome,9,0
bayer,renal failure,157,0
bayer,kidney failure,0,0
bayer,hepatic failure,15,0
bayer,liver failure,0,0
bayer,respiratory failure,68,0
bayer,pulmonary embolism,78,0
bayer,deep vein thrombosis,69,0
bayer,gastrointestinal haemorrhage,1226,1
bayer,internal bleeding,0,0
bayer,seizure,57,0
bayer,convulsion,38,0
bayer,suicidal ideation,32,0
bayer,rhabdomyolysis,26,0
bayer,pancreatitis,24,0
bayer,sepsis,59,0
bayer,chest pain,243,0
bayer,dyspnoea,500,1
bayer,shortness of breath,0,0
bayer,dizziness,436,1
bayer,vertigo,47,0
bayer,palpitations,110,0
bayer,tachycardia,51,0
bayer,bradycardia,22,0
bayer,hypertension,237,0
bayer,hypotension,136,0
bayer,syncope,93,0
bayer,fainting,0,0
bayer,oedema,45,0
bayer,swelling,99,0
bayer,rash,225,0
bayer,urticaria,137,0
bayer,hives,0,0
bayer,pruritus,226,0
bayer,itching,0,0
bayer,vomiting,297,0
bayer,nausea,484,1
bayer,diarrhoea,436,1
bayer,abdominal pain,168,0
bayer,headache,400,1
bayer,migraine,55,0
bayer,tremor,109,0
bayer,insomnia,232,0
bayer,anxiety,227,0
bayer,depression,168,0
bayer,fatigue,461,1
bayer,asthenia,352,1
bayer,weakness,0,0
bayer,pyrexia,145,0
bayer,fever,0,0
bayer,arthralgia,274,0
bayer,joint pain,0,0
bayer,myalgia,96,0
bayer,muscle pain,0,0
bayer,back pain,264,0
bayer,cough,182,0
albuterol,myocardial infarction,2215,2
albuterol,heart attack,0,0
albuterol,cardiac arrest,1080,1
albuterol,stroke,0,0
albuterol,cerebrovascular accident,1773,1
albuterol,anaphylactic reaction,1211,1
albuterol,anaphylaxis,0,0
albuterol,angioedema,702,1
albuterol,stevens-johnson syndrome,193,0
albuterol,renal failure,2748,2
albuterol,kidney failure,0,0
albuterol,hepatic failure,271,0
albuterol,liver failure,0,0
albuterol,respiratory failure,2265,2
albuterol,pulmonary embolism,2469,2
albuterol,deep vein thrombosis,1404,1
albuterol,gastrointestinal haemorrhage,1457,1
albuterol,internal bleeding,0,0
albuterol,seizure,1281,1
albuterol,convulsion,621,1
albuterol,suicidal ideation,1288,1
albuterol,rhabdomyolysis,390,1
albuterol,pancreatitis,723,1
albuterol,sepsis,2027,2
albuterol,chest pain,5077,2
albuterol,dyspnoea,30396,2
albuterol,shortness of breath,0,0
albuterol,dizziness,7924,2
albuterol,vertigo,776,1
albuterol,palpitations,2225,2
albuterol,tachycardia,1770,1
albuterol,bradycardia,665,1
albuterol,hypertension,4686,2
albuterol,hypotension,3667,2
albuterol,syncope,1511,1
albuterol,fainting,0,0
albuterol,oedema,1214,1
albuterol,swelling,1683,1
albuterol,rash,5981,2
albuterol,urticaria,2869,2
albuterol,hives,0,0
albuterol,pruritus,5076,2
albuterol,itching,0,0
albuterol,vomiting,7320,2
albuterol,nausea,11498,2
albuterol,diarrhoea,8972,2
albuterol,abdominal pain,3946,2
albuterol,headache,11160,2
albuterol,migraine,2222,2
albuterol,tremor,3154,2
albuterol,insomnia,4626,2
albuterol,anxiety,6740,2
albuterol,depression,4848,2
albuterol,fatigue,12305,2
albuterol,asthenia,6622,2
albuterol,weakness,0,0
albuterol,pyrexia,5892,2
albuterol,fever,0,0
albuterol,arthralgia,5891,2
albuterol,joint pain,0,0
albuterol,myalgia,2371,2
albuterol,muscle pain,0,0
albuterol,back pain,4487,2
albuterol,cough,13744,2
ventolin,myocardial infarction,904,1
ventolin,heart attack,0,0
ventolin,cardiac arrest,321,1
ventolin,stroke,0,0
ventolin,cerebrovascular accident,808,1
ventolin,anaphylactic reaction,621,1
ventolin,anaphylaxis,0,0
ventolin,angioedema,322,1
ventolin,stevens-johnson syndrome,0,0
ventolin,renal failure,1017,1
ventolin,kidney failure,0,0
ventolin,hepatic failure,87,0
ventolin,liver failure,0,0
ventolin,respiratory failure,613,1
ventolin,pulmonary embolism,614,1
ventolin,deep vein thrombosis,325,1
ventolin,gastrointestinal haemorrhage,344,1
ventolin,internal bleeding,0,0
ventolin,seizure,484,1
ventolin,convulsion,134,0
ventolin,suicidal ideation,523,1
ventolin,rhabdomyolysis,75,0
ventolin,pancreatitis,242,0
ventolin,sepsis,571,1
ventolin,chest pain,2088,2
ventolin,dyspnoea,15350,2
ventolin,shortness of breath,0,0
ventolin,dizziness,3385,2
ventolin,vertigo,397,1
ventolin,palpitations,1028,1
ventolin,tachycardia,673,1
ventolin,bradycardia,189,0
ventolin,hypertension,2071,2
ventolin,hypotension,1037,1
ventolin,syncope,633,1
ventolin,fainting,0,0
ventolin,oedema,388,1
ventolin,swelling,748,1
ventolin,rash,2808,2
ventolin,urticaria,1947,1
ventolin,hives,0,0
ventolin,pruritus,2580,2
ventolin,itching,0,0
ventolin,vomiting,3023,2
ventolin,nausea,4199,2
ventolin,diarrhoea,3662,2
ventolin,abdominal pain,1758,1
ventolin,headache,5413,2
ventolin,migraine,867,1
ventolin,tremor,1464,1
ventolin,insomnia,2489,2
ventolin,anxiety,2624,2
ventolin,depression,1547,1
ventolin,fatigue,5745,2
ventolin,asthenia,3094,2
ventolin,weakness,0,0
ventolin,pyrexia,3096,2
ventolin,fever,0,0
ventolin,arthralgia,2964,2
ventolin,joint pain,0,0
ventolin,myalgia,1297,1
ventolin,muscle pain,0,0
ventolin,back pain,2635,2
ventolin,cough,7405,2
proair,myocardial infarction,390,1
proair,heart attack,0,0
proair,cardiac arrest,126,0
proair,stroke,0,0
proair,cerebrovascular accident,368,1
proair,anaphylactic reaction,161,0
proair,anaphylaxis,0,0
proair,angioedema,41,0
proair,stevens-johnson syndrome,0,0
proair,renal failure,1023,1
proair,kidney failure,0,0
proair,hepatic failure,38,0
proair,liver failure,0,0
proair,respiratory failure,235,0
proair,pulmonary embolism,321,1
proair,deep vein thrombosis,248,0
proair,gastrointestinal haemorrhage,287,0
proair,internal bleeding,0,0
proair,seizure,276,0
proair,convulsion,50,0
proair,suicidal ideation,270,0
proair,rhabdomyolysis,0,0
proair,pancreatitis,101,0
proair,sepsis,305,1
proair,chest pain,965,1
proair,dyspnoea,5419,2
proair,shortness of breath,0,0
proair,dizziness,1754,1
proair,vertigo,200,0
proair,palpitations,452,1
proair,tachycardia,158,0
proair,bradycardia,50,0
proair,hypertension,745,1
proair,hypotension,436,1
proair,syncope,258,0
proair,fainting,0,0
proair,oedema,190,0
proair,swelling,337,1
proair,rash,1137,1
proair,urticaria,504,1
proair,hives,0,0
proair,pruritus,1086,1
proair,itching,0,0
proair,vomiting,1204,1
proair,nausea,2376,2
proair,diarrhoea,1870,1
proair,abdominal pain,511,1
proair,headache,2456,2
proair,migraine,516,1
proair,tremor,719,1
proair,insomnia,977,1
proair,anxiety,1396,1
proair,depression,978,1
proair,fatigue,2803,2
proair,asthenia,1181,1
proair,weakness,0,0
proair,pyrexia,811,1
proair,fever,0,0
proair,arthralgia,1200,1
proair,joint pain,0,0
proair,myalgia,449,1
proair,muscle pain,0,0
proair,back pain,989,1
proair,cough,2470,2
fluticasone,myocardial infarction,664,1
fluticasone,heart attack,0,0
fluticasone,cardiac arrest,334,1
fluticasone,stroke,0,0
fluticasone,cerebrovascular accident,616,1
fluticasone,anaphylactic reaction,375,1
fluticasone,anaphylaxis,0,0
fluticasone,angioedema,476,1
fluticasone,stevens-johnson syndrome,79,0
fluticasone,renal failure,1629,1
fluticasone,kidney failure,0,0
fluticasone,hepatic failure,107,0
fluticasone,liver failure,0,0
fluticasone,respiratory failure,637,1
fluticasone,pulmonary embolism,852,1
fluticasone,deep vein thrombosis,483,1
fluticasone,gastrointestinal haemorrhage,522,1
fluticasone,internal bleeding,0,0
fluticasone,seizure,545,1
fluticasone,convulsion,200,0
fluticasone,suicidal ideation,417,1
fluticasone,rhabdomyolysis,142,0
fluticasone,pancreatitis,195,0
fluticasone,sepsis,925,1
fluticasone,chest pain,1762,1
fluticasone,dyspnoea,8052,2
fluticasone,shortness of breath,0,0
fluticasone,dizziness,3419,2
fluticasone,vertigo,419,1
fluticasone,palpitations,885,1
fluticasone,tachycardia,681,1
fluticasone,bradycardia,303,1
fluticasone,hypertension,2121,2
fluticasone,hypotension,1314,1
fluticasone,syncope,714,1
fluticasone,fainting,0,0
fluticasone,oedema,721,1
fluticasone,swelling,754,1
fluticasone,rash,2691,2
fluticasone,urticaria,1124,1
fluticasone,hives,0,0
fluticasone,pruritus,2263,2
fluticasone,itching,0,0
fluticasone,vomiting,3349,2
fluticasone,nausea,4915,2
fluticasone,diarrhoea,4070,2
fluticasone,abdominal pain,1784,1
fluticasone,headache,5203,2
fluticasone,migraine,938,1
fluticasone,tremor,1058,1
fluticasone,insomnia,1765,1
fluticasone,anxiety,2308,2
fluticasone,depression,1679,1
fluticasone,fatigue,5557,2
fluticasone,asthenia,2621,2
fluticasone,weakness,0,0
fluticasone,pyrexia,2826,2
fluticasone,fever,0,0
fluticasone,arthralgia,2740,2
fluticasone,joint pain,0,0
fluticasone,myalgia,1152,1
fluticasone,muscle pain,0,0
fluticasone,back pain,1994,1
fluticasone,cough,4634,2
flonase,myocardial infarction,508,1
flonase,heart attack,0,0
flonase,cardiac arrest,158,0
flonase,stroke,0,0
flonase,cerebrovascular accident,505,1
flonase,anaphylactic reaction,264,0
flonase,anaphylaxis,0,0
flonase,angioedema,74,0
flonase,stevens-johnson syndrome,0,0
flonase,renal failure,665,1
flonase,kidney failure,0,0
flonase,hepatic failure,39,0
flonase,liver failure,0,0
flonase,respiratory failure,301,1
flonase,pulmonary embolism,531,1
flonase,deep vein thrombosis,428,1
flonase,gastrointestinal haemorrhage,305,1
flonase,internal bleeding,0,0
flonase,seizure,394,1
flonase,convulsion,140,0
flonase,suicidal ideation,432,1
flonase,rhabdomyolysis,63,0
flonase,pancreatitis,187,0
flonase,sepsis,422,1
flonase,chest pain,1214,1
flonase,dyspnoea,3775,2
flonase,shortness of breath,0,0
flonase,dizziness,2790,2
flonase,vertigo,364,1
flonase,palpitations,750,1
flonase,tachycardia,293,0
flonase,bradycardia,106,0
flonase,hypertension,1113,1
flonase,hypotension,755,1
flonase,syncope,417,1
flonase,fainting,0,0
flonase,oedema,295,0
flonase,swelling,483,1
flonase,rash,1769,1
flonase,urticaria,803,1
flonase,hives,0,0
flonase,pruritus,1628,1
flonase,itching,0,0
flonase,vomiting,1883,1
flonase,nausea,3810,2
flonase,diarrhoea,3068,2
flonase,abdominal pain,988,1
flonase,headache,4218,2
flonase,migraine,846,1
flonase,tremor,843,1
flonase,insomnia,1688,1
flonase,anxiety,2016,2
flonase,depression,1442,1
flonase,fatigue,4244,2
flonase,asthenia,1753,1
flonase,weakness,0,0
flonase,pyrexia,1407,1
flonase,fever,0,0
flonase,arthralgia,1933,1
flonase,joint pain,0,0
flonase,myalgia,862,1
flonase,muscle pain,0,0
flonase,back pain,1420,1
flonase,cough,2588,2
montelukast,myocardial infarction,343,1
montelukast,heart attack,0,0
montelukast,cardiac arrest,273,0
montelukast,stroke,0,0
montelukast,cerebrovascular accident,439,1
montelukast,anaphylactic reaction,679,1
montelukast,anaphylaxis,0,0
montelukast,angioedema,585,1
montelukast,stevens-johnson syndrome,51,0
montelukast,renal failure,853,1
montelukast,kidney failure,0,0
montelukast,hepatic failure,72,0
montelukast,liver failure,0,0
montelukast,respiratory failure,486,1
montelukast,pulmonary embolism,523,1
montelukast,deep vein thrombosis,253,0
montelukast,gastrointestinal haemorrhage,270,0
montelukast,internal bleeding,0,0
montelukast,seizure,506,1
montelukast,convulsion,96,0
montelukast,suicidal ideation,1204,1
montelukast,rhabdomyolysis,79,0
montelukast,pancreatitis,200,0
montelukast,sepsis,451,1
montelukast,chest pain,1319,1
montelukast,dyspnoea,7653,2
montelukast,shortness of breath,0,0
montelukast,dizziness,2984,2
montelukast,vertigo,375,1
montelukast,palpitations,789,1
montelukast,tachycardia,444,1
montelukast,bradycardia,140,0
montelukast,hypertension,1836,1
montelukast,hypotension,882,1
montelukast,syncope,449,1
montelukast,fainting,0,0
montelukast,oedema,498,1
montelukast,swelling,658,1
montelukast,rash,2822,2
montelukast,urticaria,2206,2
montelukast,hives,0,0
montelukast,pruritus,2832,2
montelukast,itching,0,0
montelukast,vomiting,2609,2
montelukast,nausea,4229,2
montelukast,diarrhoea,3373,2
montelukast,abdominal pain,1168,1
montelukast,headache,4786,2
montelukast,migraine,756,1
montelukast,tremor,1185,1
montelukast,insomnia,2373,2
montelukast,anxiety,3529,2
montelukast,depression,2420,2
montelukast,fatigue,5490,2
montelukast,asthenia,2061,2
montelukast,weakness,0,0
montelukast,pyrexia,2447,2
montelukast,fever,0,0
montelukast,arthralgia,2441,2
montelukast,joint pain,0,0
montelukast,myalgia,962,1
montelukast,muscle pain,0,0
montelukast,back pain,1511,1
montelukast,cough,4493,2
singulair,myocardial infarction,728,1
singulair,heart attack,0,0
singulair,cardiac arrest,274,0
singulair,stroke,0,0
singulair,cerebrovascular accident,729,1
singulair,anaphylactic reaction,946,1
singulair,anaphylaxis,0,0
singulair,angioedema,393,1
singulair,stevens-johnson syndrome,0,0
singulair,renal failure,1009,1
singulair,kidney failure,0,0
singulair,hepatic failure,0,0
singulair,liver failure,0,0
singulair,respiratory failure,495,1
singulair,pulmonary embolism,926,1
singulair,deep vein thrombosis,630,1
singulair,gastrointestinal haemorrhage,378,1
singulair,internal bleeding,0,0
singulair,seizure,477,1
singulair,convulsion,475,1
singulair,suicidal ideation,1891,1
singulair,rhabdomyolysis,86,0
singulair,pancreatitis,337,1
singulair,sepsis,556,1
singulair,chest pain,2340,2
singulair,dyspnoea,11919,2
singulair,shortness of breath,0,0
singulair,dizziness,3793,2
singulair,vertigo,463,1
singulair,palpitations,1107,1
singulair,tachycardia,629,1
singulair,bradycardia,181,0
singulair,hypertension,2309,2
singulair,hypotension,992,1
singulair,syncope,636,1
singulair,fainting,0,0
singulair,oedema,919,1
singulair,swelling,858,1
singulair,rash,2997,2
singulair,urticaria,2642,2
singulair,hives,0,0
singulair,pruritus,3389,2
singulair,itching,0,0
singulair,vomiting,3546,2
singulair,nausea,5263,2
singulair,diarrhoea,3567,2
singulair,abdominal pain,1750,1
singulair,headache,6283,2
singulair,migraine,1275,1
singulair,tremor,1569,1
singulair,insomnia,3066,2
singulair,anxiety,3744,2
singulair,depression,3327,2
singulair,fatigue,6762,2
singulair,asthenia,2675,2
singulair,weakness,0,0
singulair,pyrexia,3287,2
singulair,fever,0,0
singulair,arthralgia,3338,2
singulair,joint pain,0,0
singulair,myalgia,1472,1
singulair,muscle pain,0,0
singulair,back pain,2492,2
singulair,cough,7062,2
prednisone,myocardial infarction,4006,2
prednisone,heart attack,0,0
prednisone,cardiac arrest,2125,2
prednisone,stroke,0,0
prednisone,cerebrovascular accident,3640,2
prednisone,anaphylactic reaction,2320,2
prednisone,anaphylaxis,0,0
prednisone,angioedema,1192,1
prednisone,stevens-johnson syndrome,435,1
prednisone,renal failure,6683,2
prednisone,kidney failure,0,0
prednisone,hepatic failure,1008,1
prednisone,liver failure,0,0
